"PWS ID","PWS Name","EPA Region","Primacy Agency","PWS Type","Population Served Count","Cities Served","Counties Served","# of Facilities","# of Violations","# of Site Visits","Primary Source","Zip Code","City Name"
"LA1103018","LACOMBE NURSING CENTRE","Region 6","Louisiana","Community water system","150","-","St. Tammany Parish","4","7","8","Ground water","70445","LACOMBE"
"LA2019128","SMOKERS PARADISE WATER SYSTEM","Region 6","Louisiana","Transient non-community system","25","-","Calcasieu Parish","4","0","6","Ground water","70668","VINTON"
"LA2103216","TULANE UNIVERSITY PRIMATE CENTER","Region 6","Louisiana","Non-Transient non-community system","320","-","St. Tammany Parish","4","6","8","Ground water","70112-2699","NEW ORLEANS"
"LA1069013","SANDY POINT 480 WATER SYSTEM","Region 6","Louisiana","Community water system","675","-","Natchitoches Parish","5","75","28","Surface water","71411","CAMPTI"
"LA1035002","LAKE PROVIDENCE WATER SYSTEM","Region 6","Louisiana","Community water system","5,850","-","East Carroll Parish","17","10","28","Ground water","71254","LAKE PROVIDENCE"
"LA1019029","CITY OF LAKE CHARLES WATER SYSTEM","Region 6","Louisiana","Community water system","85,000","-","Calcasieu Parish","43","4","31","Ground water","70602-0900","LAKE CHARLES"
"LA1049010","JONESBORO WATER SYSTEM","Region 6","Louisiana","Community water system","6,876","-","Jackson Parish","23","82","38","Ground water","71251","JONESBORO"
"LA1099005","CECILIA WATER CORPORATION","Region 6","Louisiana","Community water system","11,529","-","St. Martin Parish","20","9","39","Ground water","70521","CECILIA"
"LA1127023","PLEASANT HILLS-CROSSROADS WATER SYSTEMS","Region 6","Louisiana","Community water system","840","-","Winn Parish","8","124","17","Ground water","71440","JOYCE"
"LA1099003","CITY OF BREAUX BRIDGE WATER SYSTEM","Region 6","Louisiana","Community water system","8,425","-","St. Martin Parish","19","15","38","Ground water","70517","BREAUX BRIDGE"
"LA1039001","TOWN OF BASILE WATER SYSTEM","Region 6","Louisiana","Community water system","2,355","-","Evangeline Parish","10","33","10","Ground water purchased","70515","BASILE"
"LA1001005","VILLAGE OF MERMENTAU WATER SYSTEM","Region 6","Louisiana","Community water system","819","-","Acadia Parish","8","14","14","Ground water","70556","MERMENTAU"
"LA1097015","TOWN OF SUNSET WATER SYSTEM","Region 6","Louisiana","Community water system","3,726","-","St. Landry Parish","17","26","24","Ground water","70584","SUNSET"
"LA1055195","CITY OF YOUNGSVILLE PURCHASE WS","Region 6","Louisiana","Community water system","14,259","-","Lafayette Parish","4","3","7","Ground water purchased","70592","YOUNGSVILLE"
"LA1055035","CITY OF YOUNGSVILLE WATER SYSTEM","Region 6","Louisiana","Community water system","1,521","-","Lafayette Parish","16","5","27","Ground water","70592","YOUNGSVILLE"
"LA1099008","VILLAGE OF PARKS WATER SYSTEM","Region 6","Louisiana","Community water system","12,360","-","St. Martin Parish","13","25","33","Ground water","70582","PARKS"
"LA1097025","VILLAGE OF CANKTON WATER SYSTEM","Region 6","Louisiana","Community water system","2,535","-","St. Landry Parish","12","17","24","Ground water","70584","CANKTON"
"LA2099091","BREAUX BRIDGE CASINO TRUCK STOP WS","Region 6","Louisiana","Transient non-community system","205","-","St. Martin Parish","6","1","11","Ground water","70517","BREAUX BRIDGE"
"LA1027014","LEATHERMAN CREEK WATER SYSTEM","Region 6","Louisiana","Community water system","417","-","Claiborne Parish","7","20","11","Ground water","71033","ATHENS"
"LA1093003","LUTCHER WATERWORKS","Region 6","Louisiana","Community water system","4,781","-","St. James Parish","7","20","33","Surface water","70071","LUTCHER"
"LA1015006","PLANTATION TRACE MOBILE HOME PARK","Region 6","Louisiana","Community water system","147","-","Bossier Parish","10","30","14","Ground water","71112","BOSSIER CITY"
"LA2033025","DELTECH CORPORATION","Region 6","Louisiana","Non-Transient non-community system","100","-","East Baton Rouge Parish","4","27","9","Ground water","70807","BATON ROUGE"
"LA1057001","LAFOURCHE WATER DISTRICT 1","Region 6","Louisiana","Community water system","78,760","-","Lafourche Parish","61","4","65","Surface water","70374","LOCKPORT"
"LA2103292","HILLCREST LAKE VILLAS","Region 6","Louisiana","Transient non-community system","60","-","St. Tammany Parish","3","7","5","Ground water","70420","ABITA SPRINGS"
"LA1039013","VILLAGE OF TURKEY CREEK WATER SYSTEM","Region 6","Louisiana","Community water system","5,160","-","Evangeline Parish","9","8","22","Ground water","70585","TURKEY CREEK"
"LA2103512","ABITA RV PARK","Region 6","Louisiana","Transient non-community system","279","-","St. Tammany Parish","7","2","2","Ground water","75501","TEXARKANA"
"LA1063076","JIMS TRAILER PARK","Region 6","Louisiana","Community water system","160","-","Livingston Parish","5","8","12","Ground water","70462","SPRINGFIELD"
"LA1067012","CONSOLIDATED WATERWORKS DISTRICT 2","Region 6","Louisiana","Community water system","3,498","-","Morehouse Parish","12","4","27","Ground water","71220","BASTROP"
"LA1103056","ST TAMMANY WATER DISTRICT 3","Region 6","Louisiana","Community water system","2,920","-","St. Tammany Parish","9","36","12","Ground water","70434","COVINGTON"
"LA1101011","WATER & SEWER COMMISSION 4 OF ST MARY","Region 6","Louisiana","Community water system","9,348","-","St. Mary Parish","11","11","34","Surface water","70523","CHARENTON"
"LA1119017","LETON WATER SYSTEM","Region 6","Louisiana","Community water system","654","-","Webster Parish","10","3","13","Ground water","71058","MINDEN"
"LA2103241","OLIVIA INN","Region 6","Louisiana","Transient non-community system","500","-","St. Tammany Parish","5","7","6","Ground water","70461","SLIDELL"
"LA1033005","BATON ROUGE WATER COMPANY","Region 6","Louisiana","Community water system","527,067","-","East Baton Rouge Parish","228","4","74","Ground water","70896","BATON ROUGE"
"LA1043005","TOWN OF MONTGOMERY WATER SYSTEM","Region 6","Louisiana","Community water system","1,317","-","Grant Parish","19","28","23","Ground water","71454","MONTGOMERY"
"LA2103492","HAPPY QUICK STOP","Region 6","Louisiana","Transient non-community system","25","-","St. Tammany Parish","4","0","4","Ground water","70431","BUSH"
"LA1069007","NATCHITOCHES WATER SYSTEM","Region 6","Louisiana","Community water system","30,000","-","Natchitoches Parish","16","23","36","Surface water","71458","NATCHITOCHES"
"LA1017014","TOWN OF GREENWOOD WATER SYSTEM","Region 6","Louisiana","Community water system","5,205","-","Caddo Parish","24","13","30","Surface water","71033","GREENWOOD"
"LA2119022","THIRSTYS DRIVE THRU","Region 6","Louisiana","Transient non-community system","499","-","Webster Parish","4","0","5","Ground water","71753","MAGNOLIA"
"LA1073040","PRAIRIE ROAD WATER DISTRICT","Region 6","Louisiana","Community water system","2,678","-","Ouachita Parish","21","39","32","Ground water","71202","MONROE"
"LA1119012","GILARK WATER SYSTEM","Region 6","Louisiana","Community water system","675","-","Webster Parish","10","23","13","Ground water","71058","MINDEN"
"LA1063125","CARTHAGE BLUFF MARINA","Region 6","Louisiana","Community water system","90","-","Livingston Parish","4","29","11","Ground water","70754","LIVINGSTON"
"LA1015039","EAST CENTRAL BOSSIER WATER SYSTEM","Region 6","Louisiana","Community water system","885","-","Bossier Parish","15","30","13","Ground water","71006","BENTON"
"LA2015027","OUR PLACE BAR & GRILL WS","Region 6","Louisiana","Transient non-community system","50","-","Bossier Parish","4","7","3","Ground water","71051","ELM GROVE"
"LA1019127","K & P MH & RV PARK WATER SYSTEM","Region 6","Louisiana","Community water system","66","-","Calcasieu Parish","5","0","9","Ground water","70605","LAKE CHARLES"
"LA1065001","DELTA WATER SYSTEM","Region 6","Louisiana","Community water system","399","-","Madison Parish","9","13","12","Ground water purchased","71233","DELTA"
"LA1115026","PITKIN WATER SYSTEM","Region 6","Louisiana","Community water system","750","-","Vernon Parish","6","12","18","Ground water","70656","PITKIN"
"LA1053001","TOWN OF ELTON WATER SYSTEM","Region 6","Louisiana","Community water system","1,128","-","Jefferson Davis Parish","5","28","10","Ground water purchased","70532","ELTON"
"LA1019054","WESTLAKE CITY OF WATER SYSTEM","Region 6","Louisiana","Community water system","4,568","-","Calcasieu Parish","26","14","16","Ground water","70669","WESTLAKE"
"LA1097011","VILLAGE OF PALMETTO WATER SYSTEM","Region 6","Louisiana","Community water system","2,193","-","St. Landry Parish","14","23","37","Ground water","71358","PALMETTO"
"LA1003007","TOWN OF OBERLIN WATER SYSTEM","Region 6","Louisiana","Community water system","2,853","-","Allen Parish","11","27","28","Ground water","70655","OBERLIN"
"LA1099010","ST MARTIN WATER AND SEWER COMMISSION 1","Region 6","Louisiana","Community water system","2,352","-","St. Martin Parish","7","21","12","Surface water purchased","70381","MORGAN CITY"
"LA1001007","CITY OF RAYNE WATER SYSTEM","Region 6","Louisiana","Community water system","7,953","-","Acadia Parish","15","8","30","Ground water","70578","RAYNE"
"LA1103178","BEVERLY HEIGHTS MANOR","Region 6","Louisiana","Community water system","100","-","St. Tammany Parish","6","18","8","Ground water","70047","DESTREHAN"
"LA1103072","HOMELAND HEIGHTS","Region 6","Louisiana","Community water system","234","-","St. Tammany Parish","7","24","10","Ground water","70047","DESTREHAN"
"LA1015048","WEST CENTRAL BOSSIER WATER SYSTEM","Region 6","Louisiana","Community water system","1,771","-","Bossier Parish","6","0","2","Ground water","71006","BENTON"
"LA1015026","CONSOLIDATED WWKS DISTRICT 1 OF BOSSIER","Region 6","Louisiana","Community water system","3,210","-","Bossier Parish","10","2","12","Ground water","71006","BENTON"
"LA1119029","STATE LINE WATER SYSTEM","Region 6","Louisiana","Community water system","399","-","Webster Parish","6","7","11","Ground water","71072","SHONGALOO"
"LA1017083","LAKE SHREVE ESTATES WATER SYSTEM","Region 6","Louisiana","Community water system","75","-","Caddo Parish","4","38","15","Ground water","71111","BOSSIER CITY"
"LA1049016","SHADY GROVE WATER SYSTEM","Region 6","Louisiana","Community water system","195","-","Jackson Parish","5","9","17","Ground water","71251","JONESBORO"
"LA2085063","WRIGHTS LANDING WATER SYSTEM","Region 6","Louisiana","Transient non-community system","96","-","Sabine Parish","6","24","5","Ground water","71462","NOBLE"
"LA1103193","PILOT STREET WATER SUPPLY","Region 6","Louisiana","Community water system","174","-","St. Tammany Parish","4","20","5","Ground water","70047","DESTREHAN"
"LA2103484","PLANET KIDS ACADEMY #2","Region 6","Louisiana","Non-Transient non-community system","40","-","St. Tammany Parish","4","1","6","Ground water","70447","MADISONVILLE"
"LA2073027","WEST OUACHITA IND PARK","Region 6","Louisiana","Non-Transient non-community system","500","-","Ouachita Parish","8","13","26","Ground water","71294","WEST MONROE"
"LA1073055","WEST HWY 80 ARK ROAD WS","Region 6","Louisiana","Community water system","13,386","-","Ouachita Parish","22","33","41","Ground water","71294","WEST MONROE"
"LA1073046","SOUTH MONROE WS GOWC","Region 6","Louisiana","Community water system","7,577","-","Ouachita Parish","21","36","21","Ground water","71294","WEST MONROE"
"LA1073035","NORTH MONROE ET AL WATER SYSTEM","Region 6","Louisiana","Community water system","10,866","-","Ouachita Parish","21","18","17","Surface water purchased","71294","WEST MONROE"
"LA1073020","KIROLI DARBONNE WS","Region 6","Louisiana","Community water system","8,463","-","Ouachita Parish","24","21","25","Ground water","71294","WEST MONROE"
"LA1073016","GREEN ACRES SUBDIVISION WS","Region 6","Louisiana","Community water system","150","-","Ouachita Parish","5","23","30","Surface water purchased","71294","WEST MONROE"
"LA1073004","BROWNVILLE WATER SYSTEM","Region 6","Louisiana","Community water system","10,872","-","Ouachita Parish","26","30","37","Ground water","71294","WEST MONROE"
"LA1073071","LAKESHORE SWARTZ WATER SYSTEM","Region 6","Louisiana","Community water system","11,330","-","Ouachita Parish","14","17","12","Surface water purchased","71294","WEST MONROE"
"LA1073064","HILLSIDE PARK SUBDIVISION WS","Region 6","Louisiana","Community water system","504","-","Ouachita Parish","6","16","26","Ground water","71294","WEST MONROE"
"LA1019044","SULPHUR CITY OF WATER SYSTEM","Region 6","Louisiana","Community water system","20,632","-","Calcasieu Parish","20","21","22","Ground water","70663","SULPHUR"
"LA1055196","MILTON PURCHASE WATER SYSTEM","Region 6","Louisiana","Community water system","9,723","-","Lafayette Parish","3","1","5","Ground water purchased","70558","MILTON"
"LA1055046","MILTON WATER SYSTEM","Region 6","Louisiana","Community water system","2,079","-","Lafayette Parish","13","8","24","Ground water","70558","MILTON"
"LA1053003","CITY OF JENNINGS WATER SYSTEM","Region 6","Louisiana","Community water system","10,365","-","Jefferson Davis Parish","11","9","17","Ground water","70546","JENNINGS"
"LA1079020","RAPIDES ISLAND WATER ASSOCIATION INC","Region 6","Louisiana","Community water system","5,814","-","Rapides Parish","28","10","22","Ground water","71409","BOYCE"
"LA1073025","RAMSEY WATER SYSTEM","Region 6","Louisiana","Community water system","60","-","Ouachita Parish","6","34","13","Ground water purchased","71292","WEST MONROE"
"LA1073110","WILDWOOD MHP WS","Region 6","Louisiana","Community water system","72","-","Ouachita Parish","5","33","9","Ground water purchased","71292","WEST MONROE"
"LA1073090","LINCOLN HILLS SUBDIVISION WS","Region 6","Louisiana","Community water system","150","-","Ouachita Parish","5","28","8","Ground water purchased","71292","WEST MONROE"
"LA1073061","HIDDEN OAKS SUBDIVISION WS","Region 6","Louisiana","Community water system","315","-","Ouachita Parish","6","37","10","Ground water purchased","71292","WEST MONROE"
"LA1073063","PECAN LAKE SUBDIVISION WS","Region 6","Louisiana","Community water system","57","-","Ouachita Parish","5","38","8","Ground water purchased","71292","WEST MONROE"
"LA1073011","COUNTRY ESTATES WATER SYSTEM NORTH","Region 6","Louisiana","Community water system","597","-","Ouachita Parish","12","42","27","Ground water","71292","WEST MONROE"
"LA1073118","COUNTRY ESTATES WATER SYSTEM SOUTH","Region 6","Louisiana","Community water system","600","-","Ouachita Parish","2","13","3","Ground water purchased","71292","WEST MONROE"
"LA1009007","FIFTH WARD WATER SYSTEM","Region 6","Louisiana","Community water system","5,676","-","Avoyelles Parish","27","7","14","Ground water","71351","MARKSVILLE"
"LA2103481","FOLGER COFFEE CO-LACOMBE DISTRIB CNTR","Region 6","Louisiana","Transient non-community system","125","-","St. Tammany Parish","5","0","3","Ground water","70129-2395","NEW ORLEANS"
"LA1027005","LISBON WATER SYSTEM","Region 6","Louisiana","Community water system","390","-","Claiborne Parish","7","6","10","Ground water","71048-0248","LISBON"
"LA1037006","TOWN OF JACKSON WATER SYSTEM","Region 6","Louisiana","Community water system","2,592","-","East Feliciana Parish","10","6","18","Ground water","70748","JACKSON"
"LA1107003","NEWELLTON WATER SYSTEM","Region 6","Louisiana","Community water system","1,100","-","Tensas Parish","7","14","58","Surface water","71357","NEWELLTON"
"LA1019122","CLEARVIEW MOBILE HOME PARK","Region 6","Louisiana","Community water system","141","-","Calcasieu Parish","5","128","16","Ground water","70605","LAKE CHARLES"
"LA1105012","INDEPENDENCE WATER SYSTEM","Region 6","Louisiana","Community water system","3,052","-","Tangipahoa Parish","9","30","10","Ground water","70443","INDEPENDENCE"
"LA2103307","KNIGHTS OF COLUMBUS BINGO","Region 6","Louisiana","Transient non-community system","1,000","-","St. Tammany Parish","4","1","5","Ground water","70434","COVINGTON"
"LA1063003","COLYELL COMMUNITY WATER","Region 6","Louisiana","Community water system","2,272","-","Livingston Parish","15","14","9","Ground water","70754","LIVINGSTON"
"LA2103094","STATE POLICE TROOP L","Region 6","Louisiana","Non-Transient non-community system","50","-","St. Tammany Parish","5","5","9","Ground water","70471","MANDEVILLE"
